cda00a001219r,cda00a001319r,cda00a001s19r,cda00ar01219r,cda00ar01319r,cda00ar01s19r,CAMPUSID
83,46,94,78,27,90,101914002
67,28,85,56,10,74,101914005
84,50,94,81,28,91,101914007
59,21,81,50,7,70,101914009
91,59,96,89,45,94,101914010
28,9,66,20,0,52,101914011
89,57,96,88,40,94,101914012
65,23,85,59,9,77,101914013
,,,,,,101914033
57,28,86,52,29,83,101914041
49,21,82,51,26,82,101914042
55,27,86,54,29,85,101914043
63,34,88,64,38,85,101914044
55,24,85,53,27,84,101914045
80,53,95,77,52,95,101914046
79,54,94,75,52,92,101914047
75,47,94,73,47,93,101914048
47,19,80,45,19,77,101914049
85,62,96,83,61,96,101914050
47,20,81,48,22,81,101914051
79,52,95,77,51,94,101914052
84,58,97,81,57,95,101914053
83,57,96,81,56,95,101914054
48,20,81,50,24,82,101914055
40,18,76,47,23,83,101914101
73,45,93,73,48,96,101914102
51,29,82,48,28,84,101914103
48,22,81,53,28,84,101914104
45,21,80,45,24,82,101914105
34,15,72,40,17,77,101914106
50,23,82,49,25,82,101914107
51,25,85,49,23,84,101914108
59,30,85,60,35,89,101914109
52,28,79,50,23,79,101914110
47,20,81,49,21,84,101914111
85,58,99,81,58,100,101914112
53,26,85,56,29,86,101914113
62,37,89,64,41,91,101914114
69,43,93,71,45,95,101914115
52,27,82,55,32,85,101914116
82,60,96,82,61,97,101914117
70,47,91,72,52,93,101914118
65,41,90,68,45,91,101914119
50,23,80,51,27,82,101914120
48,23,79,47,22,80,101914121
82,61,97,82,62,97,101914122
69,41,92,69,41,94,101914123
68,45,90,67,43,91,101914124
50,26,85,48,26,86,101914125
48,25,80,49,25,80,101914126
81,54,97,84,55,98,101914127
50,24,84,50,28,86,101914128
76,49,95,78,52,96,101914129
47,22,82,50,23,83,101914130
74,50,94,73,52,94,101914131
83,60,97,79,58,96,101914132
85,61,97,82,61,96,101914133
83,57,97,80,52,97,101914134
80,58,95,78,59,96,101914137
68,43,93,69,44,94,101914138
78,53,94,78,55,94,101914139
73,49,94,74,51,95,101914140
49,24,83,50,26,85,101914141
65,36,92,66,39,92,101914142
73,45,93,70,43,93,101914143
66,31,84,61,14,77,101915001
41,12,66,32,3,52,101915002
65,31,81,58,15,72,101915003
61,24,81,54,11,73,101915004
62,25,82,61,16,76,101915005
32,13,67,32,15,65,101915041
47,23,78,45,25,77,101915042
38,15,71,38,17,70,101915043
58,31,84,57,33,83,101915044
55,28,83,56,29,83,101915045
66,41,89,69,44,90,101915046
56,28,85,54,30,83,101915047
58,30,86,60,33,86,101915048
47,21,80,50,27,80,101915049
63,32,88,64,38,87,101915050
51,24,82,52,28,85,101915101
49,26,82,48,26,86,101915102
58,31,85,57,33,87,101915103
36,15,70,39,17,73,101915104
36,16,70,33,14,69,101915105
67,46,90,69,48,92,101915106
51,27,81,53,30,84,101915107
34,15,66,35,18,71,101915108
58,35,87,55,35,85,101915109
49,28,81,50,31,80,101915110
46,23,79,46,25,80,101915111
26,11,59,29,13,64,101915112
65,38,86,63,37,86,101915113
50,26,82,51,28,84,101915114
58,32,86,60,36,86,101915115
42,22,72,44,22,75,101915116
41,22,74,43,25,77,101915117
42,21,75,37,20,77,101915118
51,26,82,47,27,83,101915119
75,49,95,72,46,95,101915120
53,28,84,51,29,86,101915121
42,20,79,43,21,84,101915122
61,35,89,61,34,91,101915123
63,39,89,62,39,89,101915124
71,45,94,74,49,96,101915125
58,33,85,57,34,86,101915126
51,24,82,52,27,86,101915127
58,30,87,57,28,89,101915128
39,19,73,41,21,74,101915129
74,47,93,71,47,95,101915131
57,32,85,51,29,82,101915132
53,15,75,49,6,66,101916001
25,7,63,25,3,51,101916002
39,16,73,46,22,77,101916041
49,24,83,41,20,77,101916042
46,18,81,49,26,83,101916043
54,25,89,52,23,89,101916101
51,24,86,55,28,88,101916102
55,29,85,53,28,85,101916103
43,22,78,43,23,84,101916104
52,26,87,51,29,92,101916105
59,32,89,60,36,92,101916106
64,37,93,60,36,93,101916107
49,16,71,32,3,53,101917001
50,16,72,38,4,56,101917002
48,16,68,33,3,52,101917003
56,22,76,46,8,64,101917004
25,5,66,22,1,56,101917007
62,25,81,50,9,69,101917013
,,,,,,101917014
71,28,88,57,8,77,101917016
,,,,,,101917039
47,21,78,47,24,78,101917041
38,15,73,39,18,75,101917042
41,15,74,41,20,75,101917043
36,12,71,42,19,76,101917044
31,11,69,40,16,78,101917045
46,19,81,44,20,82,101917046
39,16,74,39,20,74,101917047
53,25,82,48,26,83,101917048
49,22,82,52,26,86,101917049
51,22,83,57,30,85,101917051
44,21,76,46,25,79,101917101
43,16,79,42,16,78,101917102
31,12,70,38,20,75,101917103
33,11,72,41,18,79,101917104
34,13,68,38,20,71,101917105
40,15,77,46,18,83,101917106
33,12,73,36,15,77,101917107
40,19,75,41,20,81,101917108
33,12,73,35,16,74,101917109
36,15,71,42,22,78,101917110
56,26,87,54,30,88,101917111
34,12,70,36,13,73,101917112
42,20,80,44,22,80,101917113
49,22,84,56,26,86,101917114
28,11,67,32,15,69,101917115
34,10,73,35,14,73,101917116
32,12,70,33,14,73,101917117
27,10,63,31,14,68,101917118
38,16,76,42,17,78,101917119
35,14,68,37,17,73,101917120
35,15,76,37,21,78,101917122
37,15,74,44,18,79,101917123
47,24,82,53,30,87,101917124
44,19,82,43,22,86,101917125
37,18,76,40,18,81,101917126
54,23,88,58,29,89,101917127
40,18,77,41,24,82,101917128
46,23,81,46,25,86,101917129
35,15,72,34,18,74,101917130
31,11,70,33,15,72,101917131
48,23,80,57,26,86,101917132
43,20,76,44,23,78,101917133
33,12,74,32,11,78,101917134
45,20,82,41,17,77,101917135
30,11,69,32,11,68,101917136
52,28,84,54,33,87,101917137
50,26,81,52,28,83,101917138
58,28,87,51,24,84,101917139
55,25,85,52,25,83,101917140
42,17,77,39,15,75,101917141
31,12,72,30,11,70,101917142
29,10,72,30,12,70,101917143
39,16,78,36,16,73,101917144
38,14,77,39,17,76,101917145
36,15,74,32,13,68,101917146
51,24,85,47,23,80,101917147
26,11,64,30,15,70,101917148
39,10,67,33,2,56,101919001
31,8,61,27,1,49,101919002
22,4,52,18,1,40,101919003
71,27,88,63,10,80,101919018
83,29,97,84,11,95,101919021
,,,,,,101919022
25,7,59,29,9,63,101919043
26,10,58,30,11,62,101919044
40,15,73,41,16,73,101919045
21,6,57,25,8,59,101919046
24,8,57,26,10,57,101919047
27,9,62,31,11,64,101919048
58,25,91,62,33,93,101919050
26,11,59,26,13,59,101919102
47,26,76,43,26,74,101919103
43,19,75,45,25,77,101919104
40,19,71,43,21,72,101919105
34,12,67,34,12,70,101919106
27,9,60,32,14,68,101919107
34,15,69,39,18,73,101919108
36,17,69,34,20,67,101919109
42,18,71,41,21,69,101919110
39,17,74,39,17,72,101919111
45,23,78,44,24,79,101919112
32,16,63,37,19,64,101919114
39,19,66,40,21,65,101919115
28,12,59,28,14,59,101919116
25,8,57,29,11,65,101919117
43,20,71,42,18,70,101919119
44,21,83,38,19,79,101919120
50,27,78,49,26,76,101919121
50,26,83,49,24,83,101919122
32,12,70,36,13,74,101919123
35,18,66,35,18,63,101919124
24,9,52,29,12,61,101919125
27,9,63,30,11,65,101919126
26,9,60,29,10,60,101919127
35,16,70,39,19,73,101919128
81,33,91,79,11,87,101920001
43,12,68,34,1,54,101920003
39,11,65,28,2,50,101920005
71,25,86,68,6,81,101920006
64,27,87,64,22,88,101920014
42,12,76,42,10,68,101920016
95,74,100,97,70,100,101920018
36,14,68,36,16,66,101920041
81,50,95,76,52,94,101920042
59,33,82,58,36,81,101920043
25,8,55,24,8,54,101920044
52,27,80,49,28,80,101920045
25,8,59,24,10,54,101920046
33,11,66,31,12,66,101920047
82,49,97,79,54,96,101920048
69,44,91,72,47,92,101920102
35,16,67,31,14,62,101920103
81,59,95,80,59,96,101920104
38,17,72,26,11,62,101920105
27,11,59,26,12,56,101920106
67,42,89,69,44,90,101920107
59,37,87,64,43,89,101920108
73,48,94,73,49,94,101920109
40,18,72,45,21,77,101920110
45,20,78,37,18,77,101920111
87,64,97,84,60,97,101920112
27,9,64,28,11,68,101920113
17,6,47,18,7,50,101920114
74,50,90,76,54,92,101920115
30,10,68,29,9,68,101920116
23,7,55,22,6,55,101920117
79,56,95,81,57,95,101920118
37,18,67,41,24,73,101920119
29,11,64,31,10,66,101920120
62,39,85,60,39,86,101920121
34,13,69,35,15,69,101920122
29,14,58,29,15,60,101920123
39,19,69,44,24,74,101920124
16,4,42,15,3,41,101920125
33,14,69,32,11,68,101920126
70,33,86,66,19,79,101921001
83,47,93,77,26,89,101921002
90,38,98,92,26,97,101921005
58,30,87,60,34,89,101921042
73,46,93,74,50,95,101921043
80,52,96,80,57,96,101921044
55,29,86,56,35,90,101921102
64,35,89,58,32,87,101921103
62,33,88,55,28,84,101921105
61,34,88,57,34,87,101921107
47,23,79,51,27,79,101921108
74,48,93,66,40,90,101921109
55,30,82,53,31,83,101921110
69,40,91,69,42,91,101921111
90,67,99,88,67,100,101921112
76,49,94,80,58,94,101921113
54,31,85,56,34,85,101921114
74,47,95,76,52,95,101921115
70,43,93,68,40,93,101921116
43,9,71,38,1,59,101924001
11,0,53,12,0,45,101924012
28,9,67,33,14,68,101924041
30,10,68,33,14,67,101924043
46,25,78,45,27,78,101924102
32,13,67,34,12,68,101924104
41,20,75,39,21,74,101924108
33,17,64,35,17,67,101924109
27,11,62,28,12,65,101924111
64,19,84,57,4,76,101925001
41,16,73,43,20,74,101925041
43,22,76,44,24,79,101925103
40,18,73,42,23,78,101925104
37,12,71,40,8,77,102901103
35,6,63,35,3,58,102902001
30,12,60,32,15,62,102902041
33,14,71,36,15,72,102902103
67,41,92,66,40,92,102902107
41,20,75,45,22,77,102902108
23,9,51,26,11,54,102902116
47,13,75,43,3,67,102903002
46,22,78,45,27,74,102903041
40,18,76,39,17,77,102903103
66,26,86,63,15,79,102904002
19,5,49,26,6,51,102904010
57,30,85,53,29,83,102904041
61,35,88,60,34,88,102904104
51,30,86,46,29,80,102904107
65,40,91,60,40,88,102904108
66,27,83,59,10,76,102905001
60,29,87,58,33,88,102905041
61,31,88,58,31,89,102905101
64,19,87,57,12,76,102906001
50,21,82,51,26,81,102906041
47,23,84,52,26,90,102906101
34,14,71,33,16,69,103901001
55,24,87,51,16,85,103902001
65,27,89,59,9,80,104901001
47,20,75,49,23,73,104901041
43,21,73,36,15,76,104901101
39,13,75,46,13,81,104903001
47,19,81,45,10,79,104907001
47,18,68,53,6,65,105801001
24,7,57,26,9,58,105802041
9,3,36,12,4,42,105802101
8,3,14,10,2,16,105803001
44,11,69,42,3,60,105902001
34,14,69,35,16,68,105902041
37,16,67,42,21,67,105902043
34,16,68,36,17,70,105902101
47,29,77,55,36,83,105902102
30,13,65,30,12,70,105902103
25,10,59,25,10,63,105902105
43,20,75,49,25,79,105902107
32,12,70,38,15,76,105902108
80,38,92,78,18,89,105904001
64,34,89,62,36,87,105904041
69,38,92,69,39,92,105904042
58,33,84,65,41,88,105904101
53,27,83,59,32,85,105904102
59,32,89,63,37,91,105904103
60,33,90,65,42,94,105904104
66,25,86,64,15,82,105905001
61,32,88,63,38,88,105905041
51,27,83,59,34,89,105905101
66,24,83,58,7,74,105906001
,,,,,,105906002
26,10,60,8,0,41,105906004
51,17,72,43,7,61,105906005
62,36,88,56,32,84,105906041
64,29,90,61,35,89,105906043
40,18,73,40,20,75,105906044
40,16,72,40,19,71,105906045
29,11,60,31,13,59,105906046
35,13,70,33,15,69,105906047
41,23,74,45,26,74,105906101
38,17,73,40,19,76,105906103
45,20,76,48,24,79,105906106
64,36,90,66,41,92,105906107
43,20,77,44,21,78,105906108
35,12,71,38,10,71,105906109
45,22,73,50,26,78,105906110
61,36,87,62,38,90,105906111
37,17,73,34,16,70,105906112
45,25,77,50,28,82,105906113
40,17,77,38,15,76,105906114
66,43,88,63,43,89,105906115
58,34,87,61,36,89,105906116
29,12,63,27,11,63,105906118
73,29,89,66,12,83,106901001
69,38,94,66,36,91,106901041
46,21,85,50,25,90,106901101
42,11,70,44,5,63,107901001
38,15,71,38,18,72,107901041
51,29,84,46,24,84,107901102
32,14,66,28,14,64,107901103
37,14,71,35,12,74,107901104
54,15,78,52,6,70,107902001
52,23,82,56,30,85,107902041
38,14,78,31,16,73,107902101
37,16,74,34,15,73,107902102
43,23,77,42,28,77,107902103
45,21,78,43,19,78,107902104
67,26,84,55,10,73,107904001
67,33,91,59,33,90,107904041
43,17,80,44,21,79,107904101
64,17,86,64,10,80,107905001
47,19,80,52,26,83,107905102
46,20,87,47,22,90,107905103
59,15,81,52,5,65,107906001
,,,,,,107906002
54,21,88,52,27,88,107906041
72,40,95,69,39,95,107906102
76,37,98,88,54,100,107906104
51,23,73,52,18,71,107907001
41,17,71,44,22,73,107908101
61,16,83,59,2,75,107910001
42,15,81,42,16,81,107910041
44,20,80,59,32,88,107910101
47,20,81,47,19,76,108802101
47,22,80,49,31,79,108802102
41,17,75,40,19,73,108802103
18,4,49,12,0,28,108804001
29,6,60,24,1,44,108804002
29,9,66,15,1,45,108804003
26,6,65,21,0,43,108804004
56,23,85,58,20,83,108807001
77,43,95,74,36,93,108807002
67,34,90,67,29,89,108807003
58,25,87,54,19,83,108807004
60,27,87,56,22,82,108807005
52,24,82,52,23,78,108807006
59,29,87,55,22,81,108807007
53,23,82,56,21,82,108807008
69,36,90,65,32,88,108807009
60,26,85,59,23,82,108807010
79,47,96,76,42,94,108807011
63,29,89,60,24,85,108807012
67,31,91,64,24,89,108807013
60,30,87,53,19,80,108807014
52,22,81,53,20,79,108807015
34,16,68,33,15,68,108807016
62,34,84,51,30,78,108807017
75,40,90,71,20,85,108807018
56,24,86,45,20,82,108807019
71,37,93,68,28,92,108807020
72,33,94,72,31,92,108807021
56,24,85,60,21,85,108807022
46,15,79,47,12,76,108807023
50,19,82,48,19,79,108807024
44,19,79,46,22,80,108807025
68,38,91,68,35,92,108807026
29,10,60,32,14,61,108807027
56,27,85,53,26,82,108807028
47,23,80,43,25,77,108807029
44,17,78,32,14,66,108807030
63,30,88,56,20,82,108807035
54,23,85,53,19,84,108807036
48,23,78,47,20,76,108807037
54,24,79,45,17,72,108807038
47,19,81,40,20,77,108807039
44,22,77,35,16,68,108807040
37,13,78,26,10,67,108807083
56,25,84,49,22,78,108807084
44,20,76,46,21,81,108807101
55,29,86,58,34,88,108807102
41,18,75,44,19,77,108807103
52,28,86,53,27,88,108807104
50,28,79,46,26,77,108807105
43,20,77,42,20,79,108807106
45,24,77,43,22,80,108807107
42,22,75,39,22,74,108807108
51,28,83,50,30,88,108807109
49,25,85,49,29,86,108807110
55,30,84,54,33,89,108807111
55,26,84,58,28,87,108807112
50,28,84,48,28,83,108807113
50,29,81,51,35,82,108807114
45,22,77,47,27,80,108807115
51,26,88,44,22,91,108807116
54,31,87,56,34,89,108807120
60,32,89,64,35,92,108807121
42,20,75,44,22,78,108807122
39,19,74,37,18,72,108807123
34,17,64,32,18,65,108807124
43,21,71,47,25,78,108807125
48,23,80,48,24,79,108807126
35,21,71,36,24,65,108807127
46,22,83,46,23,86,108807135
43,21,76,42,19,76,108807136
36,14,68,42,20,75,108807137
57,27,89,58,29,86,108808101
52,27,87,48,26,86,108808103
53,23,83,49,23,80,108808104
58,31,87,61,35,88,108808105
34,15,72,37,16,74,108809001
43,12,71,34,4,57,108902001
10,1,41,6,0,19,108902006
36,10,66,26,2,49,108902007
47,20,79,38,18,68,108902045
33,11,70,28,12,61,108902046
33,12,69,27,12,63,108902047
37,13,71,32,13,65,108902048
36,14,75,34,13,76,108902102
31,8,69,27,5,63,108902103
32,15,69,29,14,70,108902104
37,17,71,35,17,70,108902105
38,18,77,35,16,76,108902106
34,15,70,31,12,69,108902109
38,18,71,28,12,67,108902111
42,18,79,35,12,78,108902112
26,9,61,28,10,65,108902113
40,18,73,36,16,68,108902114
39,20,73,37,20,74,108902115
29,9,65,28,7,61,108902116
38,16,72,38,16,75,108902117
50,23,86,43,21,85,108902118
45,13,69,35,3,54,108903001
27,8,57,8,0,23,108903004
30,10,64,32,13,62,108903041
42,18,76,38,16,77,108903102
38,16,71,38,18,71,108903103
31,13,76,34,15,76,108903104
43,21,74,41,19,73,108903105
45,12,72,36,3,59,108904001
45,14,71,32,2,55,108904002
52,18,76,42,5,63,108904003
61,22,83,55,6,74,108904006
,,,,,,108904040
53,23,83,51,20,82,108904043
56,29,84,55,30,84,108904044
44,20,77,42,19,77,108904045
43,21,75,42,20,73,108904046
35,15,65,31,12,64,108904047
46,23,76,47,23,78,108904048
66,32,95,61,28,94,108904101
47,22,78,44,19,75,108904102
53,25,89,50,21,91,108904103
52,22,85,45,21,80,108904104
72,45,95,69,45,96,108904105
68,41,92,68,43,93,108904106
49,25,85,42,23,82,108904107
62,30,90,60,29,91,108904108
44,22,79,41,22,78,108904109
53,27,81,49,27,80,108904110
52,23,86,52,26,85,108904111
64,34,95,65,39,94,108904112
51,22,86,52,22,87,108904113
74,48,92,73,50,92,108904114
51,23,82,46,23,82,108904115
64,36,91,63,35,92,108904116
56,33,84,53,32,83,108904117
58,27,90,52,19,90,108904118
66,35,89,62,34,87,108904119
51,26,83,45,24,82,108904120
49,21,85,49,25,85,108904121
55,30,83,50,28,82,108904122
57,30,85,57,32,88,108904123
43,23,75,40,24,78,108904124
44,22,77,36,17,76,108904125
59,32,91,50,29,89,108904126
55,26,88,52,25,90,108904127
54,27,83,50,27,81,108904128
59,33,91,57,35,92,108904129
65,40,94,63,40,95,108904130
48,27,79,45,24,78,108904131
40,11,68,31,4,50,108905001
3,0,26,0,0,8,108905002
44,18,76,38,18,71,108905041
64,36,88,64,35,88,108905101
70,38,91,65,33,90,108905102
64,34,91,61,41,90,108905103
65,36,95,71,38,98,108905104
54,20,77,48,10,67,108906001
55,21,76,50,10,67,108906002
,,,,,,108906005
57,21,80,49,9,69,108906006
46,18,80,38,7,69,108906007
91,44,98,87,19,96,108906011
33,15,64,33,15,63,108906042
41,19,72,37,20,68,108906044
69,41,91,63,38,88,108906045
44,21,75,44,23,75,108906046
66,41,89,63,38,87,108906047
60,33,84,57,34,84,108906048
44,21,79,44,23,75,108906101
38,15,75,32,17,72,108906103
63,30,93,63,30,94,108906106
54,27,84,52,26,84,108906107
67,41,90,65,43,91,108906111
38,20,77,39,21,78,108906112
36,19,67,38,21,72,108906114
46,21,76,45,22,78,108906116
39,18,69,40,18,70,108906119
53,30,82,54,31,84,108906120
42,18,70,40,18,70,108906121
50,25,81,51,29,86,108906122
42,21,76,43,24,78,108906123
74,48,94,75,49,94,108906124
56,32,85,54,31,83,108906126
63,35,87,62,32,86,108906127
55,31,86,57,31,86,108906128
54,28,87,53,30,88,108906129
41,18,78,34,16,76,108906130
35,9,67,29,2,53,108907001
6,0,32,6,0,17,108907002
,,,,,,108907003
78,21,95,77,6,91,108907006
35,12,70,35,12,67,108907041
39,16,76,31,14,69,108907102
35,15,70,34,15,69,108907103
39,15,78,38,14,79,108907107
30,9,66,27,10,64,108907108
33,15,70,27,11,69,108907109
40,13,65,32,4,52,108908001
46,16,72,40,8,61,108908002
84,37,96,79,18,92,108908004
,,,,,,108908039
48,24,78,49,25,78,108908041
42,18,74,42,19,71,108908042
39,17,73,37,19,70,108908043
42,18,75,42,19,75,108908044
43,20,78,41,21,77,108908101
35,19,67,31,19,66,108908102
41,21,76,39,20,78,108908104
45,20,78,42,19,76,108908105
59,35,85,58,35,86,108908107
46,22,79,48,24,81,108908108
54,27,89,45,22,86,108908109
62,37,87,58,34,87,108908110
37,19,71,38,19,74,108908111
43,19,79,43,22,78,108908112
56,32,85,47,23,81,108908113
43,22,80,35,16,79,108908114
67,36,92,66,34,94,108908115
57,25,86,52,26,85,108908116
56,20,80,47,8,68,108909001
45,16,70,36,5,55,108909002
47,15,73,39,5,58,108909003
25,2,61,17,0,38,108909005
7,1,45,5,0,22,108909006
49,16,75,39,6,60,108909007
66,23,88,64,11,80,108909009
,,,,,,108909011
43,21,74,42,23,74,108909041
42,18,72,38,15,68,108909042
39,16,71,35,17,67,108909043
37,16,68,31,14,61,108909044
32,13,63,32,14,61,108909045
41,17,74,37,17,68,108909046
34,14,67,33,15,65,108909047
35,15,66,32,14,61,108909048
49,27,77,49,30,72,108909101
45,21,76,40,21,73,108909106
60,32,89,59,31,89,108909107
51,25,85,51,26,86,108909108
50,29,82,47,29,83,108909110
56,30,83,51,28,79,108909112
58,32,88,54,32,86,108909113
48,22,82,45,19,82,108909115
44,18,80,41,17,79,108909116
61,28,89,54,22,85,108909117
48,24,85,45,22,84,108909118
49,25,79,50,27,78,108909119
54,29,83,51,26,84,108909120
53,22,87,53,24,85,108909121
47,22,80,42,19,81,108909122
60,31,91,52,27,90,108909123
55,27,84,49,24,82,108909124
55,31,80,50,27,78,108909125
46,20,79,40,16,76,108909126
60,33,87,53,30,88,108909127
71,37,96,64,31,95,108909128
38,16,74,33,11,70,108909129
49,24,81,44,23,81,108909130
53,27,85,46,23,85,108909134
48,20,78,47,21,76,108909136
34,9,62,30,4,51,108910001
,,,,,,108910004
33,12,65,35,17,70,108910041
41,21,77,42,24,67,108910102
40,14,78,35,13,74,108910104
35,15,74,28,13,68,108910105
71,30,90,68,19,83,108911001
,,,,,,108911003
65,24,87,58,12,78,108911007
86,41,99,85,17,97,108911008
69,43,90,70,45,92,108911041
64,36,89,58,31,87,108911042
59,35,86,57,33,86,108911101
55,28,86,56,30,85,108911102
43,21,78,36,21,71,108911103
56,32,85,54,29,85,108911104
69,41,93,71,46,93,108911105
65,38,92,57,33,91,108911107
73,45,95,67,43,95,108911108
57,32,85,56,31,86,108911109
46,14,71,35,4,55,108912001
32,9,64,21,2,44,108912004
42,13,71,32,3,54,108912007
83,34,94,73,16,88,108912008
82,44,92,71,13,85,108912010
42,18,74,33,16,66,108912041
47,22,77,42,22,74,108912042
31,12,62,24,10,53,108912043
46,22,77,41,20,73,108912044
47,21,78,38,17,71,108912045
43,21,74,40,21,73,108912046
38,16,70,29,13,61,108912048
39,18,68,30,13,58,108912049
55,31,81,51,30,79,108912102
53,26,83,48,24,82,108912104
43,21,75,44,26,74,108912105
58,25,87,64,27,91,108912106
51,20,84,46,15,82,108912107
60,34,89,55,32,88,108912108
53,27,83,53,25,83,108912109
59,30,88,63,32,89,108912110
47,23,76,42,19,75,108912111
51,23,84,49,20,82,108912112
55,29,84,51,25,82,108912113
45,19,78,43,19,75,108912114
42,22,75,43,25,74,108912115
55,28,85,57,31,85,108912116
46,25,71,39,19,68,108912117
45,17,73,44,15,72,108912118
40,19,70,44,21,74,108912120
56,29,85,53,29,87,108912121
52,24,78,49,23,79,108912122
55,29,87,56,30,87,108912123
39,19,69,37,19,70,108912124
50,23,77,55,26,81,108912126
51,22,81,56,26,85,108912127
47,13,72,39,3,62,108913001
30,4,67,28,0,42,108913003
,,,,,,108913005
39,9,70,29,1,57,108913006
,,,,,,108913007
,,,,,,108913008
47,9,76,39,1,65,108913009
40,16,74,30,12,66,108913041
41,19,74,35,14,69,108913042
53,27,81,50,24,79,108913043
43,19,75,39,18,73,108913044
59,26,91,60,27,93,108913103
44,21,78,44,21,79,108913104
41,19,82,38,18,81,108913106
49,23,86,44,19,86,108913109
51,27,84,53,30,86,108913110
65,37,91,60,33,92,108913111
44,21,81,39,19,82,108913112
46,23,79,41,20,80,108913113
63,33,92,56,27,92,108913114
48,25,83,43,21,79,108913117
36,6,72,36,1,59,108914001
31,8,68,38,11,68,108914041
33,13,70,34,14,76,108914101
26,5,57,22,0,42,108915001
31,10,69,32,11,66,108915041
52,29,79,43,24,75,108915101
56,23,78,42,6,65,108916001
62,22,88,59,14,83,108916041
53,23,83,46,22,76,108916042
65,34,96,64,38,99,108916102
82,46,96,75,41,97,108916103
60,30,89,57,31,86,108916104
66,24,96,69,26,97,108916105
68,36,94,67,32,96,108916106
64,30,90,61,26,88,109901001
40,17,75,42,13,75,109902001
42,15,78,41,13,79,109903001
,,,,,,109903011
44,11,71,42,6,63,109904001
36,16,71,38,18,72,109904041
39,17,73,34,16,75,109904109
39,18,73,38,15,69,109905001
35,19,72,43,24,79,109905101
54,11,77,57,5,75,109907001
,,,,,,109907010
30,11,73,31,10,75,109907041
33,14,69,34,16,75,109907101
35,14,72,41,15,78,109908101
36,10,68,36,10,64,109910101
48,16,75,43,5,66,109911001
44,18,76,37,19,70,109911041
34,13,68,37,13,73,109911102
57,24,86,56,22,84,109912001
50,22,85,48,20,84,109913001
49,17,77,46,12,73,109914001
15,4,47,24,6,55,110901001
57,19,82,48,7,71,110902001
37,13,74,34,13,71,110902041
37,15,72,38,15,73,110902042
28,12,74,31,17,79,110902104
46,17,77,46,17,76,110902105
48,20,77,59,24,82,110905001
38,14,73,39,12,69,110906001
39,14,73,41,15,69,110906101
80,37,94,81,26,92,110907001
-1,-1,-1,-1,-1,-1,110907002
64,32,92,63,35,89,110907041
61,28,94,55,21,93,110907101
58,22,89,52,19,88,110908001
,,,,,,111801001
53,21,75,42,6,65,111901001
39,6,67,21,0,46,111901002
35,13,67,33,11,63,111901041
49,21,79,49,20,78,111901042
53,29,82,52,30,82,111901102
32,16,61,31,14,59,111901105
63,40,88,63,37,86,111901106
55,29,83,55,29,82,111901107
39,20,70,34,19,69,111901108
55,18,81,59,20,81,111902003
47,20,83,45,20,79,111902102
72,25,88,64,7,77,111903001
50,20,83,51,27,82,111903041
56,30,88,57,36,87,111903101
52,19,73,43,8,62,112901002
52,28,77,47,26,73,112901041
35,15,65,38,20,68,112901104
32,12,64,35,14,65,112901105
42,22,77,44,25,79,112901106
45,23,76,44,22,77,112901108
46,15,76,49,16,75,112905001
41,20,71,46,22,79,112905101
52,23,76,49,14,70,112906001
38,17,71,36,16,71,112906101
48,18,84,49,17,85,112907001
44,19,76,40,14,73,112908001
53,24,81,49,21,75,112909001
49,19,84,54,23,82,112910001
47,15,75,40,6,62,113901002
22,8,57,25,10,58,113901041
20,9,57,22,12,60,113901102
47,14,73,45,8,67,113902002
36,13,76,39,14,72,113902041
29,10,59,32,16,67,113902102
60,23,89,63,23,84,113903002
51,20,92,54,21,96,113903102
52,20,84,63,22,87,113905001
43,22,83,41,23,83,113905101
53,25,77,52,20,76,113906001
32,13,80,33,17,85,113906101
33,9,64,28,4,50,114901001
4,0,39,7,0,20,114901003
30,12,61,32,14,63,114901043
30,12,63,26,12,59,114901044
28,11,57,26,12,60,114901102
30,14,61,24,13,54,114901113
53,18,78,46,6,62,114902001
33,11,67,37,18,68,114902041
35,16,71,40,19,72,114902101
55,23,83,57,22,79,114904001
53,21,86,56,29,88,114904101
53,17,83,44,7,76,115901004
47,22,81,51,25,80,115901041
32,10,73,32,10,69,115901101
37,9,74,30,7,65,115902001
24,9,56,20,8,49,115903001
77,33,91,69,10,85,116901001
58,29,88,56,34,85,116901041
57,33,88,53,32,87,116901101
69,43,94,69,44,96,116901102
62,19,86,62,11,77,116902001
38,18,73,41,25,72,116902041
39,15,70,41,13,74,116902101
46,13,67,39,6,57,116903001
30,12,65,34,17,66,116903043
29,17,63,29,17,65,116903104
48,16,68,40,5,49,116905001
48,16,75,45,10,63,116905002
33,14,64,37,18,67,116905041
31,15,66,30,14,67,116905102
25,11,58,24,9,58,116905103
25,11,56,21,9,52,116905104
38,15,71,38,16,74,116905106
23,9,57,19,8,49,116905107
53,28,81,58,35,80,116905114
58,17,83,50,6,74,116906001
50,23,83,51,27,82,116906041
51,27,81,54,31,85,116906101
44,12,69,35,3,57,116908001
40,16,74,38,17,72,116908041
36,15,68,36,15,66,116908101
61,21,81,52,8,67,116909001
40,14,79,38,16,77,116909041
57,27,89,61,30,93,116909101
30,7,64,26,3,57,116910001
34,15,58,39,20,63,116910101
70,31,91,64,13,86,116915001
